posts_id,Body,tags,title
231,"<p>How do I make it so <code>mailto:</code> links will be registered with my program?</p>

<p>And then how would I handle that event in my program?</p>

<p>Most of the solutions I found from a quick Google search are how to do this manually, but I need to do this automatically for users of my program if they click a button such as ""set as default email client"".</p>

<p><strong>Edit</strong>: Removed reference to Delphi, because the answer is independent of your language.</p>
",<windows><mailto>,"Register Windows program with the mailto protocol programmatically"
234,"<p>MySQL has this incredibly useful yet properitary REPLACE INTO SQL Command. I wonder: Can this easily be emulated in SQL Server 2005?
Starting a new Transaction, doing a Select() and then either UPDATE or INSERT and Commit is always a little bit a pain in the a.., especially when doing it in the application and therefore always keeping 2 versions of the statement.</p>

<p>I wonder if there is an easy and <strong>universal</strong> way to implement such a function into SQL Server 2005?</p>",<mysql><sql-server><database-queries>,"SQL Server 2005 implementation of MySQL REPLACE INTO?"
237,"<p>I've been interested in Git, but the last time I looked the Windows support was essentially ""run Linux"".</p>

<p>Are there any distributed source control tools that run well on Windows?</p>",<git><version-control><dvcs>,"Distributed source control options"
246,"<p>Does anybody know if there is a way to create a SQLite database based on an XSD DataSet? In the past I've just used a basic SQLite manager, but want to fuse things a bit more with my .NET development if possible.</p>",<.net><database><sqlite>,"SQLite and XSD"
249,"<p>I want to gather info from a user on a local php page (that I control), and use that info to query a form on another site (that I don't control) - how do I do that?</p>",<php><forms><remote>,"How do I access a remote form in php?"
260,"<p>I have a little game written in C#. It uses a database as back-end. It's 
a <a href=""http://en.wikipedia.org/wiki/Collectible_card_game"" rel=""nofollow"">trading card game</a>, and I wanted to implement the function of the cards as a script.</p>

<p>What I mean is that I essentially have an interface, <code>ICard</code>, which a card class implements (<code>public class Card056 : ICard</code>) and which contains function that are called by the game.</p>

<p>Now, to make the thing maintainable/moddable, I would like to have the class for each card as source code in the database and essentially compile it on first use. So when I have to add/change a card, I'll just add it to the database and tell my application to refresh, without needing any assembly deployment (especially since we would be talking about 1 assembly per card which means hundreds of assemblies).</p>

<p>Is that possible? Register a class from a source file and then instantiate it, etc.</p>

<pre><code>ICard Cards[current] = new MyGame.CardLibrary.Card056();
Cards[current].OnEnterPlay(ref currentGameState);
</code></pre>

<p>The language is C#, but extra bonus if it's possible to write the script in any .NET language.</p>
",<c#><.net><scripting><compiler>,"Adding scripting functionality to .NET applications"
263,"<p>I have been trying to implement Win32's MessageBox using GTK. The app using SDL/OpenGL, so this isn't a GTK app. </p>

<p>I handle the initialisation (<strong>gtk_init</strong>) sort of stuff inside the MessageBox function as follows:</p>

<pre><code>int MessageBox(HWND hwnd, const char* text, const char* caption, UINT type)<br>{<br>    GtkWidget *window = NULL;<br>    GtkWidget *dialog = NULL;<br><br>    gtk_init(&amp;gtkArgc, &amp;gtkArgv);<br>    window = gtk_window_new(GTK_WINDOW_TOPLEVEL);<br>    g_signal_connect(G_OBJECT(window), ""delete_event"", G_CALLBACK(delete_event), NULL);<br>    g_signal_connect(G_OBJECT(window), ""destroy"", G_CALLBACK(destroy), NULL);<br>    // gcallback calls gtk_main_quit()<br>    gtk_init_add((GtkFunction)gcallback, NULL);<br><br>    if (type &amp; MB_YESNO) {<br>        dialog = gtk_message_dialog_new(GTK_WINDOW(window), GTK_DIALOG_DESTROY_WITH_PARENT, GTK_MESSAGE_QUESTION, GTK_BUTTONS_YES_NO, text);<br>    } else {<br>        dialog = gtk_message_dialog_new(GTK_WINDOW(window), GTK_DIALOG_DESTROY_WITH_PARENT, GTK_MESSAGE_INFO, GTK_BUTTONS_OK, text);<br>    }<br><br>    gtk_window_set_title(GTK_WINDOW(dialog), caption);<br>    gint result = gtk_dialog_run(GTK_DIALOG(dialog));<br><br>    gtk_main();<br><br>    gtk_widget_destroy(dialog);<br><br>    if (type &amp; MB_YESNO) {<br>        switch (result) {<br>        default:<br>        case GTK_RESPONSE_DELETE_EVENT:<br>        case GTK_RESPONSE_NO:<br>            return IDNO;<br>            break;<br>        case GTK_RESPONSE_YES:<br>            return IDYES;<br>            break;<br>        }<br>    }<br><br>    return IDOK;<br>} <br></code></pre>

<p>Now, I am by no means an experienced GTK programmer, and I realise that I'm probably doing something(s) horribly wrong.</p>

<p>However, my problem is that the last dialog popped up with this function stays around until the process exits. Any ideas?</p>",<c++><c><linux><unix><gtk><x11>,"GTK implementation of MessageBox"
264,"<p>This isn't a question, just more seeking expert advice.</p>

<p>What's the optimal level of concurrency that the C++ implementation of BerkeleyDB can reasonably support?  How many threads can I have hammering away at the DB before throughput starts to suffer because of resource contention?  I've read the manual and know how to set the number of locks, lockers, database page size, etc., but I'd just like some advice from someone who has real-world experience with BDB concurrency.</p>

<p>My application is pretty simple, I'll be doing gets and puts of records that are about 1kb each.  No cursors, no deleting.</p>",<c++><berkeley-db>,"BerkeleyDB Concurrency"
265,"<p>What are the best practices for checking in BIN directories in a collaborative development environment using SVN?  Should project level references be excluded from checkin?  Is it easier to just add all bin directories?</p>

<p>I develop a lot of DotNetNuke sites and it seems that in a multi-developer environment, it's always a huge task to get the environment setup correctly.</p>

<p>The ultimate goal (of course) is to have a new developer checkout the trunk from SVN, restore the DNN database and have it all just 'work'...</p>
",<svn><collaboration>,"Best Practice: Collaborative Environment, Bin Directory, SVN"
279,"<p>I use AnkhSVN and Visual Studio 2005 and 2008. Now, one thing that bugs me is that Ankh does not really work with <a href=""http://en.wikipedia.org/wiki/ASP.NET"" rel=""nofollow"">ASP.NET</a> sites. I cannot add them properly to a repository and it won't detect changes, <strong>especially</strong> because the site is on a remote server accessed through Frontpage Extensions (File => Open Site).</p>

<p>What are the alternatives? Does a better plug-in exist? Manually downloading the files through FTP and using <a href=""http://en.wikipedia.org/wiki/TortoiseSVN"" rel=""nofollow"">TortoiseSVN</a> or svn.exe is not really the level of integration I want :) I want to stay within the Visual Studio IDE when possible. Also, I do not control the remote Server, so I can not install anything on it, which means the whole change tracking/comparison to repository has to be done on my machine.</p>
",<asp.net><visual-studio><svn>,"ASP.NET, Visual Studio and Subversion - how to integrate?"
289,"<p>I often have a Dictionary of keys &amp; values and need to sort it by value. For example, I have a hash of words and their frequencies, and want to order them by frequency.</p>

<p>There's SortedList which is good for a single value (frequency), but I want to map it back to the word.</p>

<p><a href=""http://msdn.microsoft.com/en-us/library/f7fta44c.aspx"" rel=""nofollow"">SortedDictionary</a> orders by key, not value. Some resort to a <a href=""http://www.codeproject.com/KB/recipes/lookupcollection.aspx"" rel=""nofollow"">custom class</a>, but what's the cleanest way?</p>",<c#><sorting>,"How do you sort a C# dictionary by value?"
296,"<h2>Original Question: Should I Learn C?</h2>

<p>In the theme of the stackoverflow podcast, here's a fun question: should I learn C?  I expect <a href=""http://stackoverflow.com/users/1/jeff-atwood"">Jeff</a> &amp; <a href=""http://stackoverflow.com/users/4/joel-spolsky"">Joel</a> will have something to say on this.</p>

<p>Some info on my background:</p>

<ul>
<li>Primarily a Java programmer on ""enterprisy"" systems.</li>
<li>Favorite languages: python, scheme</li>
<li>7 years programming experience</li>
<li>A very small amount of C++ experience, practically no C experience</li>
<li>No immediate ""need"" to learn C</li>
</ul>

<p>So <em>should</em> I learn C?  If so, why?  If not, why?</p>

<hr>

<h2>C or Assembly?</h2>

<p><em>Lots of folks recomending Assembler, so add on question: <strong>Is it better to learn C or Assembler? If Assembler, which one?</em></strong></p>

<p>Recommended assemblers so far:</p>

<ul>
<li>Motorolla 68000</li>
<li>Intel Assembler <em>(does he mean x86?)</em></li>
<li>MASM32</li>
</ul>

<hr>
",<c><discussion>,"Should I learn C?"
